Tanda,Empresa,Zona/Sede,Empleados,Sector,Tier,Por qué encaja,Señales,Fuentes
3,BETSAIDE SAL [Cliente actual / referencia],Basque,117,Motor Vehicle Parts Manufacturing,A,"Caso de referencia canonico del ICP de Neety: fundicion industrial vasca con exportacion real al 89-95% de la facturacion y venta directa a clientes finales en Europa y America. Su universo de compradores es amplio y diversificado (automocion camion/coche, maquinaria agricola, valvuleria, solar, carretillas), no Tier-1 cautivo, con ticket medio-alto y ciclo largo tipico de bienes de equipo.","89-95% de facturacion en exportacion (Alemania, Austria, Francia, Escandinavia, Italia, Paises Bajos, Polonia, USA, Mexico) | Universo de compradores amplio en multiples sectores, no mono-OEM | 381 empleados (2024), segunda fundicion mas grande de Euskadi | Miembro de FUNDIGEX (fundiciones exportadoras) | Fundicion de hierro nodular/ADI de precision: ticket medio-alto y ciclo largo | Cliente de referencia oficial del ICP de Neety",https://subcontex.camara.es/en/company/betsaide-sal | https://www.fundigex.es/en/empresa/betsaide-s-l | https://www.iberinform.es/empresa/721240/betsaide | https://mmaingenieria.es/betsaide-apuesta-por-dar-valor-anadido-a-sus-productos-y-procesos-de-fundicion/ | https://www.spri.eus/es/blog/tecnologia-comunicacion/betsaide-apuesta-por-dar-valor-anadido-a-sus-productos-y-procesos-de-fundicion/
3,ARANIA | Acero laminado en frio [Cliente actual / referencia],Basque,83,Primary Metal Manufacturing,A,"Fabricante vasco de fleje de acero laminado en frio de precision con 83 empleados (sweet spot ICP 80-150), exportando el 70-80% a mas de 65 paises con venta directa y universo de compradores amplio (automocion auxiliar, maquinaria, electronica). Cliente de referencia nombrado en el ICP, con senales de timing fuertes (expansion en Norteamerica, M&A y diversificacion de producto).","Exportacion del 70-80% a mas de 65 paises | Expansion activa en Norteamerica: aterrizaje en Canada (2023-2024) | Sales Director internacional (Federico Piccardi): equipo comercial propio | Adquisicion de thyssenkrupp Materials Processing Lamincer S.A.U. (crecimiento por M&A) | Acuerdo con Tata Steel para acero Zeremis Carbon Lite (diversificacion) | Premio a la Exportacion de Bizkaia | 83 empleados: sweet spot ICP | Empresa privada e independiente, decision agil",https://www.araniasa.com/en/internationalization/ | https://www.grupoarania.com/grupo | https://www.araniasa.com/en/arania-lands-in-canada/ | https://www.araniasa.com/entrevista-a-federico-piccardi-sales-director-en-arania/ | https://www.grupoarania.com/noticias/noticias-generales/acuerdo-con-tata-steel-para-el-suministro-de-acero-zeremis-carbon-lite | https://www.interempresas.net/MetalMecanica/Articulos/133674-Grupo-Arania-recibe-el-Premio-a-la-Exportacion-en-Bizkaia.html
3,Protec Arisawa,Basque,85,Manufacturing,A,"Lider global de fabricacion industrial (envases de presion FRP para filtracion) con sede europea en Bizkaia y 3 plantas en 3 continentes: vocacion internacional real y probada, no filial extranjera. Vende via proyecto directo a integradores y plantas de agua/desalinizacion/oil&gas a nivel mundial, lo que da universo amplio y ticket alto de ciclo largo. Nuevo CEO en 2025 con mandato explicito de crecimiento global es una senal de timing fuerte.","Lider global en FRP pressure vessels con 3 plantas en 3 continentes | 85 empleados (sweet spot ICP 80-150) | Nuevo CEO en 2025 (Olivier Bedague) con mandato de crecimiento global | Mercado en crecimiento: 784M$ en 2024, CAGR 5% hasta 2031 | Vende a integradores y proyectos de planta a nivel mundial: universo amplio | Ticket alto y ciclo largo de ingenieria industrial",https://www.aquatechtrade.com/water-tech-index/protec-arisawa-europe-s-a | https://www.linkedin.com/company/protec-arisawa | https://protec-arisawa.com/ | https://www.iberinform.es/empresa/67175/protec-arisawa-europe | https://th.kompass.com/en/c/protec-arisawa-europe/es0005903/
Norte/Castilla y León,TECOI | Advanced Plate Processing Systems,Castilla y León,118,Machinery Manufacturing,A,"Fabricante de maquinaria de corte de chapa (laser, plasma, oxicorte) fundado en 1995 en Leon, exporta el 85% de su produccion a nivel mundial con filial propia en USA y presencia en ferias internacionales; encaja perfectamente en el patron ICP de Neety como industrial exportador con universo de compradores amplio (cualquier fabricador metalico del mundo) y venta directa de bienes de equipo de ticket alto y ciclo largo.","Exporta el 85% de su produccion (fuente: CESCE exportadores) | Filial propia Tecoi USA con participacion en Fabtech 2024 Orlando — expansion directa en EEUU | CEPYME500 2022: tasa de crecimiento anual del 28% | 118 empleados (LinkedIn) — sweet spot ICP 80-150 | Facturacion ~26,5M EUR (2022) con maquinaria de corte laser/plasma — ticket alto y ciclo largo | Tecnologias propias exclusivas (DFP, TWIN DISK) — diferenciacion en producto",https://exportadores.cesce.es/exportaciones-tecoi-corte | https://www.leonoticias.com/economia/empresas/empresa-leonesa-tecoi-corte-cepyme-sociedad-crecen-20221225160823-nt.html | https://www.cepyme500.com/empresa/tecoi-corte | https://www.linkedin.com/company/tecoiusa | https://tecoi.com/en/
Norte/Cataluña,"TMI Bagging & Palletizing (Técnicas Mecánicas Ilerdenses, S.L.)",Cataluña,89,Machinery Manufacturing,A,"Fabricante español de maquinaria de ensacado y paletizado con 84%+ de ventas en exportación y presencia en 52 países, venta directa con filiales propias (México, USA), universo de compradores amplísimo en alimentación, agro, química y minerales — encaja de lleno en el patrón ICP de Neety. Único freno menor: sede en Cataluña, fuera del foco geográfico norte de España, aunque el ICP no lo excluye.","84%+ ventas exportación, presencia en 52 países (2025) | Lanzamiento TMI USA Inc. mediante adquisición de Bratcher Bagging Inc. (2025) | Inicio fabricación local en México + TMI Latam operativa (2024) | Nueva plataforma digital ON-TMI lanzada en 2024 | Nueva instalación logística en Lleida inaugurada en 2024 | Equipo de 130-135 personas con crecimiento activo | 25 años de trayectoria, 3% inversión I+D constante",https://www.tmipal.com/en/about-us/ | https://www.tmipal.com/en-us/tmi-expansion-usa-bagging/ | https://techsolids.com/en/a-member/tmi/ | https://packagingtechnologies.biz/company/tecnicas-mecanicas-ilerdenses
Norte/Aragón,IDE ELECTRIC,Aragón,142,Electrical Equipment Manufacturing,A,"Fabricante aragonés de armarios y envolventes eléctricas industriales con 142-285 empleados, exporta a más de 80 países (50% facturación exterior), cuenta con filial propia en Alemania (IDE GmbH) y apertura inminente en México, y personal nativo dedicado a Francia, Latinoamérica y Oriente Medio — patrón clásico de empresa industrial exportadora con venta directa y universo de compradores amplísimo. El único matiz bajista es que el producto (cajas de distribución, tomas de corriente industriales) tiene ticket relativamente bajo y ciclo corto comparado con bienes de equipo complejos, lo que reduce ligeramente el fit pero no lo descalifica.","Exporta a +80 países, ~50% de la facturación es exportación (fuente: El Economista / Cámara Zaragoza) | Premio a la Exportación 2023 — Cámara de Comercio de Zaragoza | Filial propia IDE GmbH en Alemania (venta directa, no distribuidores) | Apertura de filial en México anunciada (señal de nuevo mercado — timing) | Personal nativo dedicado a Francia, Latinoamérica, Oriente Medio y Portugal (expansión comercial activa) | 142-285 empleados: rango sweet-spot ICP (80-1000) | Universo de compradores amplísimo: instaladores eléctricos, OEMs de automatización, integradores, distribución técnica en todo el mundo",https://www.aragonexporta.com/ide/ | https://www.camarazaragoza.com/actualidad/linamar-lights-metals-ibernex-ide-electric-y-araven-premios-a-la-exportacion-2023/ | https://www.eleconomista.es/aragon/noticias/10644108/07/20/IDE-Electric-se-vuelca-en-los-mercados-internacionales-para-elevar-su-exportacion-al-70.html | https://redaccion.camarazaragoza.com/ide-electric-calidad-certificada-producto-internacionalmente/ | https://www.aragonhoy.es/economia-industria-y-empleo/gaston-comprueba-expansion-ide-electric-10654
Norte/Asturias,ZITRÓN,Asturias,309,Industrial Machinery Manufacturing,A,"Fabricante industrial asturiano (desde 1963) de sistemas de ventilación para túneles, minería y metros, activo en +80 países con subsidiarias propias y facturación >30M€; universo de compradores amplísimo (constructoras, concesionarias, operadores de metro, mineras en todo el mundo) y ticket muy alto con ciclos de venta largos por licitación. Encaja en el patrón Danobat/GHI: empresa industrial norteña, exportadora real, con estructura comercial internacional propia.","Presencia activa en +80 países con subsidiarias propias en América, Europa, Asia y Oceanía (ZoomInfo/web corporativa) | Proyectos internacionales recientes: metro de Doha, minas en Australia y Sudáfrica, carreteras en Arabia Saudí y Vietnam (búsqueda 2025) | Expositor en Bauma 2025 (abril 2025) y SME Annual Conference 2025 — señal de prospección activa de nuevos mercados | Proyecto Variante de Pajares (€2.500M) con operaciones previstas en 2026 — ciclo largo en curso | 309 empleados según LinkedIn — tamaño dentro del rango ICP sweet spot | Fundada en 1963 en Gijón (Asturias) — empresa española, no filial de multinacional extranjera",https://asturiasexporta.com/portfolio/caso-de-estudio-zitron/ | https://www.europages.es/ZITRON/ESP131556-00101.html | https://www.railwaypro.com/wp/talleres-zitron-driving-ventilation-innovation-in-rail-infrastructure/ | https://tunnelbuilder.com/suppliers/zitron/ | https://www.zoominfo.com/c/zitro%CC%81n-sa/353992718
Norte/Cataluña,POSIMAT,Cataluña,99,Machinery Manufacturing,A,"Fabricante de maquinaria de manipulacion de botellas vacias con mas de 40 anos, 99 empleados y mas del 90% de ventas internacionales; universo de compradores amplisimo (envasadoras de bebidas, farmaceutica, cosmetica, lubricantes en todo el mundo) con mas de 5.000 instalaciones globales y presencia directa en USA, India, China y Malaysia. Encaja perfectamente en el patron ICP de Neety: industrial exportadora con venta directa, ticket alto y ciclo de proyecto largo.",Mas del 90% de exportaciones internacionales (dato publicado en perfil corporativo) | Centros de produccion en Barcelona y Miami + oficinas comerciales en India y China + oficina de servicio en Malaysia (expansion directa activa) | Participacion en interpack 2026 Dusseldorf (Hall 15/D23) — señal de desarrollo de negocio internacional | Miembro de Barcelona Packaging Hub (ecosistema de internacionalizacion) | Mas de 5.000 unscramblers instalados globalmente — universo de clientes final amplisimo | 99 empleados — sweet spot ICP (80-150),https://www.posimat.com/en/company | https://www.interpack.com/vis/v1/en/exhprofiles/8VUNy2ZnQzqfSO3WYQE68A | https://barcelona-packaging-hub.com/en/posimat/ | https://www.packagingworldinsights.com/industrial-goods/barcelona-packaging-hub-incorporates-a-new-partner-posimat/
Norte/Cataluña,VERDES - Talleres Felipe Verdés,Cataluña,120,Machinery Manufacturing,A,"Fabricante centenario de maquinaria pesada para cerámica estructural y procesado de minerales, con presencia confirmada en 5 continentes (Australia, India, Turquía, Túnez, Perú, Argelia, Yemen) y filial productiva propia en India: universo de compradores amplísimo (fábricas de ladrillo y cerámica en todo el mundo). Encaja en el patrón Fagor Automation / Ibarmia: maquinaria de proceso, ticket alto, ciclo largo, comercialización directa propia.","Más de 100 años fabricando maquinaria para industria cerámica pesada y minerales no férreos | Presencia confirmada en 5 continentes: Australia (PGH Melbourne), India (filial Verdés Clay & Minerals Hosur), Turquía, Túnez, Perú, Argelia, Yemen | Filial manufacturera propia en India → expansión internacional activa con estructura local | Facturación +15,95% en 2024 vs 2023; EBIT +583% mismo periodo → momento de crecimiento fuerte | 96 empleados (sweet spot ICP 80-150) | Facturación entre 10-50M€ y ticket maquinaria industrial → ciclo largo y precio alto",https://verdes.com/en/index.html | https://india.verdes.com/ | https://www.indiamart.com/messrs-verdes-clay/ | https://bulkinside.com/manufacturer/talleres-felipe-verdes-s-a/ | https://theorg.com/org/verdes-talleres-felipe-verdes
Norte/Cataluña,BARBERAN S.A.,Cataluña,127,Industrial Machinery Manufacturing,A,"Fabricante español de maquinaria industrial para acabado de superficies (laminado, barnizado, impresión digital, revestimiento de perfiles) con 127 empleados, exporta el 93-95% de su producción a más de 60 países en los 5 continentes — encaje casi perfecto con el ICP de Neety. Sus clientes son fabricantes de muebles, construcción, packaging y calzado en todo el mundo, lo que garantiza un universo de compradores amplísimo y ciclo de venta largo/ticket alto típico de bienes de equipo.","Exporta 93-95% de producción a +60 países en los 5 continentes (dato public barberan.com) | 127 empleados — zona sweet spot ICP (80-150) | Fundada 1929, empresa familiar industrial catalana con estructura propia de ventas internacionales | 4 líneas de producto (digital printing, laminado, barnizado, profile wrapping) = bienes de equipo complejos, alto ticket y ciclo largo | Instalaciones 27.000-35.000 m² en Castelldefels, próximas al puerto y aeropuerto de Barcelona — logística internacional propia | Clasificada 5ª en el ranking nacional de fabricantes de maquinaria para usos específicos (exportaciones CESCE 2022)",https://barberan.com/empresa/ | https://barberan.com/company/ | https://exportadores.cesce.es/exportaciones-barberan | https://www.cepyme500.com/empresa/barberan-sa | https://suppliers.catalonia.com/detail/barberan-sa/402
